id,title,genres,year,keywords,cast,director,vote_average,release_date,popularity
1286808,Thanks Mom,,2024,,"Akanksha Puri, Sharad Malhotra, Palash Dutta",Manik Sanjay Talwar,0.0,2024-05-15,0.0491
322380,Sangeet Samrat Tansen,,1962,,,,0.0,1962-01-01,0.0491
478443,ISIS: Enemies of Humanity,,2017,,,Yuvraj Kumar,0.0,2017-11-03,0.049
950168,Iran Ki Ek Raat,Drama,1949,,"Chandrabati Devi, Jamuna",P.C. Barua,0.0,1949-07-15,0.0487
285332,The Slaves of Luxury,,1925,,"Yakbal, P. K. Raja Sandow, Jamna",Manilal Joshi,0.0,1925-01-02,0.0487
262421,Adiperaku,Drama,1951,,"Gemini Ganesan, B. Saroja Devi, J. P. Chandrababu",K. Shankar,0.0,1951-12-31,0.0487
1483538,Envy,,,,"Atharva Deshpande, Rajdeep Bhattacharya, Mainul ali Siddiqui",Ronit Singha,0.0,,0.0486
1239076,Mahari Supatar Beendani,,2014,,,,0.0,2014-11-21,0.0486
1052104,Waqt Ki Deewar,,1981,,,,0.0,1981-01-23,0.0486
891599,Vir The Robot Boy - Khiladiyon Ka Khiladi,Animation,,,,,0.0,,0.0486
170992,Meeting a Milestone,Documentary,1989,,"Bismillah Khan, Ain Rasheed Khan",Goutam Ghose,0.0,1989-07-12,0.0486
1040221,Doori,Drama,2021,,"Aishwarya Chaudhary, Meenakshi, Kanti Devi",Terence-Hari Fernandes,0.0,2021-02-05,0.0484
1421546,Token the Treasure,Drama,2022,,"Abhishek Dhuhaa, Riva Kishan, Jasleen Matharu",Ravikala Gupta,0.0,2022-09-02,0.0482
939537,Black Rose,Thriller,2020,,"Samiksha Bhatnagar, Rahul Chawla, Abhilash Dada",Hemant Mishra,0.0,2020-10-01,0.0482
850178,1+1,Romance,2019,,"Sejal Shah, Gehana Vasisth, Rahul Choudhery",,0.0,2019-11-10,0.0482
713204,Murdaa,Horror,1998,,"Poonam Dasgupta, Raj Premi, Sapna Sappu",Kishan Shah,0.0,1998-08-14,0.0482
1477547,Shaadi aur Election,Comedy,2024,,Varun Grover,,8.0,2024-06-12,0.0478
1467001,Widow's Shadow,"Romance, Drama",2025,,"Sankalitaa Roy, Palak Kayath, Pallavi Bhatt",Suman Adhikary,8.0,2025-04-18,0.0478
1463819,Air Mail,,1960,,"Ranjan, Malini",B.J. Patel,0.0,1960-01-01,0.0478
966763,Nauha,Drama,2022,,"Uday Chandra, Azhar Khan, Shashi Ranjan",Pratham Khurana,1.0,2022-05-17,0.0478
778217,Kutta,Drama,2021,,"Rajendra prasad, Krishna rao V, Karan",Surya saavarni,0.0,2021-02-15,0.0478
935270,Children of Mandala,Documentary,2009,,,Anand Patwardhan,0.0,2009-01-01,0.0475
746120,Trisandhya,,1972,,,John Abraham,0.0,1972-01-01,0.047
496579,Bhoot Ke Pechhe Bhoot,Horror,2003,,"Sapna Sappu, Satnam Kaur, Hemant Birje",Kishan Shah,0.0,2003-01-01,0.047
304283,Karmon Kee Sazaa,,1995,,Goga Kapoor,,0.0,1995-01-01,0.047
1166865,Shabbash Daddy,,1979,,Kishore Kumar,Kishore Kumar,0.0,1979-01-01,0.0468
797280,Gauraiya,Crime,2015,,Karamveer Choudhary,Rajesh Hans,7.0,2015-08-28,0.0468
638781,Pearl of the Desert,Documentary,2019,,,Pushpendra Singh,0.0,2019-10-19,0.0468
326405,Ye Stupid Pyar,,2011,,,,0.0,2011-12-09,0.0468
819460,Fenugreek,,2000,,,B. Lenin,0.0,2000-01-01,0.0466
701961,Wandering Cloud,Drama,2020,,"Shivani Banra, Kiran Deogam",Priyanka Purty,0.0,2020-05-08,0.0466
1245622,Jihad,,2017,,,,0.0,2017-09-01,0.0465
449031,Gandhi's Children,"Drama, Documentary",2008,,,David MacDougall,5.0,2008-11-26,0.0462
964436,Deshdrohi 2,Action,,,Kamaal Rashid Khan,Kamaal Rashid Khan,0.0,,0.0461
799726,The Dance,Documentary,,,,Saba Dewan,0.0,,0.0459
1471880,Beloved of Dreams,Romance,2025,,"Yashvardhan Jha, Suhani Borasi",Yashvardhan Jha,0.0,2025-05-02,0.0457
1391050,Dancing Shadows,,2025,,"Gaurav Ambare, Aishwarya Manohar",Navin Chandra Ganesh,0.0,2025-02-01,0.0457
1263502,Priye Ambak (प्रिय अम्बक),Documentary,2023,"priye ambak, प्रिय अम्बक, vinnay aarora",Himanshu Mittal,Vinnay Aarora,0.0,2023-12-24,0.0457
348444,The Seventh Walk,,2013,,,Amit Dutta,6.8,2013-07-12,0.0457
1299923,Toast With The Ghost,Horror,2017,,,Ankit Jaiswal,0.0,2017-01-01,0.0456
1209645,Chemical India,Drama,2024,,,Jai Basantu Singh,0.0,2024-12-31,0.0456
1201276,Dhammapada,Documentary,,buddhism,Vinay Bhaskar Survi,Vinay Bhaskar Survi,0.0,,0.0456
1303277,Plum Cake,"Drama, Family",2024,plum cake,"Aryan Mahajann, Ankit Singh Deo",Rishit Bhatia,0.0,2024-06-13,0.0454
853614,The Last Truth,"Drama, Romance",2020,,"Virinda Desai, Bonny D'Souza, Allauddin Shaikh",Chetan Sharma,0.0,2020-09-10,0.0454
1484913,Sunny Deol x Siddharth P Malhotra Netflix Film,Action,,,Sunny Deol,Siddharth P. Malhotra,0.0,,0.0453
1401738,Mamta Tonic,,,,"Suhita Thatte, Shabnam Vadhera, Kiran Thapar",Srinivas Sunderrajan,0.0,,0.0453
1266274,Anarbala,Horror,1940,,"Benjamin, Shanta Kashmiri, Ameena",A.M. Khan,0.0,1940-01-01,0.0453
1147762,Whispers of Fire & Water,Drama,2023,,"Sagnik Mukherjee, Amit Saha",Lubdhak Chatterjee,6.0,2023-08-08,0.0453
983275,Dark Rose: The Name of Fear,Thriller,2022,,"Chiya Dwivedi, Shiven Singh, Rishi Raj Rahi",Shivam Singh,0.0,2022-05-11,0.0453
960924,Supreme Motherhood : The Journey of Mata Sahib Kaur,"Animation, Adventure, History",2022,,,Karandeep Singh,0.0,2022-04-14,0.0453
919998,Driver,,2021,,,Ambrish Bhatia,0.0,2021-07-31,0.0453
854174,Lyrically Bleating Horns,Drama,2020,"voyeurism, short film","Tapesh Sharma, Rudrani Chhetri Chauhan",Varun Chopra,1.0,2020-03-26,0.0453
474581,The Rally,"Action, Drama, Romance",2017,,,,0.0,2017-09-08,0.0453
474171,India,,2005,,,Ute Aurand,6.0,2005-01-01,0.0453
373195,MSG 2 The Messenger,,2015,,"Gurmeet Ram Rahim Singh, Honeypreet Insan",Gurmeet Ram Rahim Singh,3.2,2015-09-18,0.0453
362092,When Hari Got Married,Documentary,2013,woman director,Hari,Tenzing Sonam,6.0,2013-03-16,0.0453
1138995,Dulhan Ganga Paar Ke,"Action, Drama",2018,,"Khesari Lal Yadav, Kajal Raghwani",Aslam Sheikh,0.0,2018-05-18,0.0451
1020495,Sautela Bhai,,1996,,,,0.0,1996-06-21,0.0451
819781,Kaanoon Ki Awaaz,,1989,,,,0.0,1989-05-09,0.0451
628735,An Engineered Dream,Documentary,2018,,,Hemant Gaba,0.0,2018-07-20,0.0451
1068934,Behind the Mirror,,2007,,"Sulabha Deshpande, Omkar Lele, Nandu Madhav",Rajkumar Bhan,0.0,2007-01-10,0.045
1422167,Ram Milai Jodi,"Romance, Drama, Comedy",,"online dating, wholesome, satire comedy",,Akshat Mathur,0.0,,0.0445
1354501,Seven Feet,,2020,,"Rucha Inamdar, Harnam Singh Sandhu",Arjun Suri,0.0,2020-10-25,0.0445
1155565,Divit,Drama,2023,,,Ayush Kulshrestha,1.0,2023-07-21,0.0445
1059455,Which Colour?,Drama,2023,,"Yushra Shaikh, Nida Shaikh, Fahim Shaikh",Shahrukhkhan Chavada,0.0,2023-01-25,0.0445
869051,PISHACHINI,Horror,2021,,,Ankit Bagde,0.0,2021-06-18,0.0445
723362,The Dusk,Drama,2004,,,Jasmine Kaur Roy,0.0,2004-06-10,0.0445
589957,Ek Aasha,Drama,2018,,"Disha Yadav, Atmiya Patel, Annu Akade",Mayur Katariya,5.5,2018-09-01,0.0445
1489382,The Betrayal,Drama,1965,,"Dharampal Sharma, Kamlabai Garodkar, Prabhakaran Aniyari",Abdul Azeez,0.0,1965-01-01,0.0443
1459180,Kaafir - The Movie,"Drama, Thriller",,,,,0.0,,0.0441
1411790,Close Shave,"Thriller, Crime",2025,suspense thriller,"Mahesh Shetty, Ravi Panjabi, Zidane Sayyed",Zidane Sayyed,0.0,2025-01-09,0.0441
1010292,Koi Aae Na..,,2015,,,Mirza Parvez,0.0,2015-02-10,0.0441
810416,Tremors,,2021,,"Kritika Pande, Sukeerti Sharma, Rahat Jain",Shivangi Mittal,0.0,2021-03-26,0.0441
304231,Jeevan Ki Shatranj,,1993,,Goga Kapoor,,0.0,1993-01-01,0.0441
1193139,Black Pamphlets,Documentary,2007,,,Nitin Pamnani,0.0,2007-08-14,0.044
856826,Unmaad,,2018,,,,0.0,2018-08-10,0.044
1434731,Pinki Ki Shaadi,Comedy,2021,,"Mugdha Agarwal, Vikram Bhui, Lokesh Mittal",Rahul Bhatnagar,0.0,2021-06-27,0.0439
1084811,Subhagi,Drama,2022,,,,0.0,2022-09-08,0.0437
60039,Aashiqui.in,"Drama, Romance",2011,,"Ankitas, Dheeraj Miglani, Ishaan Manhaa",Shankhadeep,10.0,2011-02-11,0.0434
689816,Paarth Saarathi,"Crime, Drama",2019,,"Naman Bhati, Aditya Sharrma, Prasanna Bisht",Subodh Kumar Patra,0.0,2019-12-09,0.0431
511859,Opportunity,Romance,2017,gay theme,"Anuj Jain, Vikrant Verma, Apurva Chowdhary",Mohit Goswami,4.2,2017-03-14,0.0431
1455240,Kiss Kiss Kissik,"Comedy, Drama, Romance",2025,,,,0.0,2025-03-21,0.0429
1365952,Walking on a Moonbeam,,2006,,,Madhureeta Anand,0.0,2006-01-01,0.0429
1274628,India's Sons,Documentary,2022,,,Neeraj Kumar,0.0,2022-11-19,0.0429
1109089,YRF War Collection,,,,,,0.0,,0.0429
1081487,Love is Love,Romance,2021,gay theme,"Ramansh Bundeja, Swaraj Kukreja, Manani",Shivankar Arora,0.0,2021-02-11,0.0429
945824,The Colour of My Home,,2018,,,Farah Naqvi,0.0,2018-01-01,0.0429
885023,Maya Ya Maut,"Mystery, Thriller",,,"Dinesh Mehta, Urmila, Rashmi Yadav",K. Bhushan,0.0,,0.0429
760409,My Brother,Drama,2020,woman director,,Shreela Agarwal,2.5,2020-12-03,0.0429
742645,Mayadweep,Documentary,2020,documentary filmmaking,,Anuj Malhotra,0.0,2020-08-01,0.0429
656751,Inside My Dream,Horror,2019,,"Bhawna Shrivastava, Gauravv Bajpai, Vaibhav K Saxena",Vaibhav Kumar Saxena,0.0,2019-09-21,0.0429
589962,"Vardaniya, Beti Ek Vardaan",Drama,2018,,,Alok Kushwaha,0.0,2018-01-01,0.0429
1268119,Bengal 1947,,2024,,,,0.0,2024-03-29,0.0423
1267204,Whispers of Hues,Drama,,,"Nikhil Chawla, Ravi Mahashabde, Shashank Barua",Kushal Shekawat,0.0,,0.042
1478043,A Life Inside Me,,,,"Rajendra Gupta, Inayat Qazi, Sonali S. Mohanty",Jackie R.Bala,0.0,,0.0416
1377437,Last Night in Kolaba,Drama,2024,,"Gargi Datar, Sarthak Sharma",Suryansh Deo Srivastava,0.0,2024-11-07,0.0416
1357257,The Heartbeat,Drama,2006,ftii diploma film,,Shailesh Dupare,0.0,2006-01-01,0.0416
1064376,If Only Trees Could Talk,,2022,,,Bobby Sarma Baruah,0.0,2022-12-19,0.0416
1032081,Hunter Among Us,Horror,,,,Aadish Keluskar,0.0,,0.0416
1222724,Honest Gay Dating In India,Comedy,2022,"lgbt, gay theme","Akshat Talwar, Ayush garg, Hariom Naik",Pew Banerjee,0.0,2022-01-18,0.0414
935126,The Pink Pyjama Girl,"Comedy, Crime, Mystery, Thriller",2010,,"Sid Bodalia, Vybhav Deshpande, Deepak Sinha",Chandan Sen,0.0,2010-07-01,0.0414
469322,Ravi,Drama,2015,,"Ayush Rajpoot, Aryan Rajpoot, Andrew Ahmed",Andrew Ahmed,0.0,2015-01-08,0.0413
1298689,Alam,,2023,,,Aalok Kumar,0.0,2023-01-01,0.0412
1193554,The House On Gulmohar Avenue,Documentary,2005,woman director,,Samina Mishra,0.0,2005-01-01,0.0412
371143,Little Krishna - The Darling of Vrindavan,"Action, Animation, Adventure",2009,,,,10.0,2009-12-03,0.0411
1420625,Republic of Mahalaxmi Apartment,"Drama, Comedy",,,,Niladri Mukherjee,0.0,,0.0409
1362595,CHHAT,Romance,,,"Sameeha Sabnis, Rishi Solanki",Vaidaangi Sharma,0.0,,0.0409
1354317,The Job Interview,,,,,Arjun Suri,0.0,,0.0409
1117965,Dear Avni,Romance,2023,,"Rishika Chandani, Jasmine Grover",Vikhyat Srivastava,0.0,2023-02-14,0.0409
1097123,Vidrohi,,1990,,,,0.0,1990-03-15,0.0409
881582,Contract Killer,,2020,,"Mokshita Raaghav, Ajaz Khan",Sajan Agarwal,0.0,2020-12-31,0.0409
633962,I Know You,Horror,2019,,"Sagarika Neha, Nikita Soni, Muzahid Khan",Jayveer Panghaal,3.0,2019-03-22,0.0409
283183,Diamond Queen,Adventure,1940,,"Mary Ann Evans, Radharani, Nazira",Homi Wadia,0.0,1940-01-02,0.0409
1380466,Motu Patlu & The Rise of Zombies,,2024,,,,4.0,2024-10-31,0.0407
853977,Aisa Bhi Hota Hai,,2020,,"Shweta Nair, Siddhant, Manish",Prince k kashyap,0.0,2020-02-28,0.0407
1484054,Meiyazhagan Hindi Remake,"Family, Drama",,,"Shahid Kapoor, Ishaan Khatter",,0.0,,0.0404
1448638,Pehli Date,,2025,,"Neha Vyaso, Mriidu Khosla",Sulagna Chatterjee,0.0,2025-03-21,0.0404
1399183,Lamberdar,,1988,,"Naresh Shokeen, Satbir Solanki, Jasjeet",,0.0,1988-07-28,0.0404
1393197,Konyak,Action,,,,Pankaj Kumar,0.0,,0.0404
1301149,Killer Corpse,Horror,1943,,"Eddie Billimoria, Baburao Pahelwan, Shanta Rin",K.L. Kahan,0.0,1943-01-01,0.0404
1291581,Three Blind Men,,,,,Kanu Behl,0.0,,0.0404
1276400,Encounter (Peasant’s Breakfast),Documentary,,,,Parikshat Sahni,0.0,,0.0404
1250623,Ready Steady,,2023,,,Safdar Rahman,0.0,2023-03-20,0.0404
1149471,The Pink Umbrella,,2023,,"Aarza Arora, Divvya Bhupinder Adlakha, Vedika Bhura",Tanisha Nair,0.0,2023-07-06,0.0404
1074475,Acchut,"Drama, History",1940,,,Chandulal Shah,0.0,1940-04-05,0.0404
1054760,Madam,,,,,Aabis Raza,0.0,,0.0404
1013084,Holy-Water,Drama,2021,,,Mukund Narayan,0.0,2021-08-03,0.0404
1004820,"They Called it Love, But Was it Love?",,2020,,,Charan Singh,0.0,2020-12-01,0.0404
903933,Distance,Documentary,2013,,,Ekta Mittal,0.0,2013-01-01,0.0404
762077,Incomplete Dream,Drama,2007,,"Tania Nazmeen Dean, Rajnel Prasad, Ratu Rakuita Tawake",Vimal Reddy,0.0,2007-04-27,0.0404
705154,The Books We Made,,2016,,,Anupama Chandra,0.0,2016-01-01,0.0404
704634,Scribbles on Akka,Documentary,2000,woman director,"Seema Biswas, Sabitri Heisnam, Harish Khanna",Madhusree Dutta,0.0,2000-01-01,0.0404
653303,Shahanpan Dega Deva,,,,,,0.0,,0.0404
307607,Premi Gangaram,,1978,,,Jagdish Nirula,0.0,1978-01-01,0.0404
406847,Gullu Dada 4,Comedy,2013,,"Adnan Sajid Khan, Aziz Naser, Aziz Rizwan",Salman Hyder,4.0,2013-12-27,0.0402
1373129,Aayushmati Geeta Matric Pass,,2024,,,,0.0,2024-10-18,0.0398
796617,Main Mulayam Singh Yadav,,2021,,Mahima Gupta,,0.0,2021-02-09,0.0398
304148,All Rounder,,1984,,,,0.0,1984-01-01,0.0398
284508,Indira B.A.,Drama,1929,,"Ruby Myers, Mehtab, Sakhu",R.S. Choudhury,0.0,1929-10-19,0.0398
1447872,Meet Mere Man Ke,,1991,,,,0.0,1991-11-18,0.0389
1166124,Stay Quiet,"Drama, Documentary",2023,,"Palvi Jaswal, Vaibhav Sharma, Navendu",Disha Bhardwaj,0.0,2023-10-16,0.0389
860409,Happy Birthday Mummyji,Drama,2021,,Shefali Shah,Shefali Shah,0.0,2021-07-23,0.0389
803935,Karwane Hayat,,1935,,"K.L. Saigal, Gul Hamid, Rajkumari",Hemchandra Chunder,0.0,1935-01-01,0.0389
724125,"Please Don't Beat Me, Sir!",Documentary,2011,,,Shashwati Talukdar,0.0,2011-10-07,0.0389
400706,Chhota Bheem: Himalayan Adventure,,2016,,,,1.0,2016-01-08,0.0389
1237330,Confession,Drama,,,"Maahir Mohiuddin, Ishaan, Ran Vijay",Purujit Banwasi,0.0,,0.0388
1199824,A Few Things I Know About Her,Documentary,2002,,,Anjali Punjabi,0.0,2002-03-07,0.0388
1083244,Masterpiece,Thriller,2019,,"Akshay Oberoi, Simrat Bumrah",Rajeev Barnwal,0.0,2019-06-24,0.0388
869472,Transistor,Romance,2021,,"Ahsaas Channa, Mohammad Samad",Prem Singh,0.0,2021-08-02,0.0388
1473089,Food and Music,"Documentary, Animation",2025,"short film, experimental, video essay, offbeat",,Akshat Singh,0.0,2025-04-30,0.0387
1373979,Amar Dies Today,,2024,,,Rajat Kariya,0.0,2024-10-10,0.0387
1360387,The Revenge: Geeta Mera Naam,Action,,,,Dilip Gulati,0.0,,0.0387
1297430,Hans Akela,Documentary,2005,,Kumar Gandharva,Jabbar Patel,0.0,2005-02-11,0.0387
1274324,Wild Flower Garland,Drama,2024,,,P.J. Udayraj,0.0,2024-04-19,0.0387
1202630,Brandy Ki Botal,Drama,1939,,"Master Vinayak, V.G. Jog, Salvi",Master Vinayak,0.0,1939-01-01,0.0387
1020328,Hacker 2.0,"Action, Crime, Thriller",2022,,"Harshit Sinha, Hrithik Vardhan",Arjun Vardhan,0.0,2022-11-09,0.0387
995909,Rani Banal Jwala,"Drama, Action",2013,,"Rani Chatterjee, Gopal Rai, Bandini Mishra",Fahim Khan,0.0,2013-01-01,0.0387
960682,Asli Cricket,,2021,,"Karan Vaghela, Pratik Sharma, Alok Thakur",Venu Somineni,0.0,2021-12-31,0.0387
885548,Cheepatakadumpa,Comedy,2021,,"Bishna Chouhan, Bhumika Dubey, Ipshita Chakraborty Singh",Devashish Makhija,0.0,2021-11-04,0.0387
862030,Boond Jo Ban Gayee Moti,"Crime, Drama, Romance",1967,,,,6.0,1967-12-17,0.0387
856279,In Laws,,2021,,"Saurav Thakur, Anushree Kushwaha",Roopesh Rai Sikand,0.0,2021-08-07,0.0387
630422,Aaj Ka M.L.A. Ram Avtar,,1984,,,,4.0,1984-03-23,0.0387
312283,Wah Wah Ramji,,2003,,,Raman Kumar,0.0,2003-11-14,0.0387
301073,Balmaa,Romance,1993,,,,0.0,1993-12-24,0.0387
1189562,The Good News,,2022,,"Gauri Batra, Saloni Khanna",,0.0,2022-12-03,0.0382
1182583,Cinemaghar,Documentary,2023,nostalgia,,Vaishnav Manda,0.0,2023-08-06,0.0382
1477554,Delhi Metro,Comedy,2018,,Aakash Gupta,,10.0,2018-07-25,0.0379
1471845,Let's Save Bobby,"Animation, Adventure, Fantasy",2017,,,Vilas Padhye,0.0,2017-11-10,0.0379
1452824,I have a colored dream,Documentary,2019,,,Pranab K Aich,0.0,2019-01-03,0.0379
1399634,Animal Kingdom,Action,,,,,0.0,,0.0379
1399198,Chhora Haryane Ka,,1985,,,,0.0,1985-06-04,0.0379
1342166,Chapter-3,,2007,,,Shrikant Agawane,0.0,2007-01-01,0.0379
1337163,Pari,,2024,,,Priya Sen,0.0,2024-05-07,0.0379
1319071,A Perfect Day,,2009,,,Abhinandan Gupta,0.0,2009-04-03,0.0379
1307694,Umar Khalid : From the Eyes of His Loved Ones,Documentary,2024,umar khalid,"Umar Khalid, Banojyotsna Lahiri",,7.0,2024-04-30,0.0379
1206195,Anand,,2021,,"Nupur Agarwal, Abhishek Goyal",Vaibhav Hatkar,0.0,2021-07-28,0.0379
1183056,Lockdown to Unlock,Comedy,2021,,,,0.0,2021-09-20,0.0379
1168561,Amma ki katha,Drama,2023,,,Nehal Vyas,0.0,2023-09-22,0.0379
1112509,Hindi,,,,,,0.0,,0.0379
1109667,Ulaṭbānsi / Zigzagging,,,,,,0.0,,0.0379
952823,Chanderinama,Documentary,2017,,,Raajendra Jangley,0.0,2017-07-14,0.0379
862073,Sitapur: The City of Gangsters,Thriller,2021,,"Anil Rastogi, Ravi Sudha Choudhary, Shiva Shukla",Mobeen Warsi,0.0,2021-08-14,0.0379
826404,My Dog Is Sick,"Fantasy, Horror, Romance",2021,,"Rajshri Deshpande, Anshuman Jha, Sapna Bhavnani",Sapna Bhavnani,1.0,2021-08-14,0.0379
738984,Once Upon a Village,Documentary,2020,,,Shrishti Lakhera,0.0,2020-09-30,0.0379
667542,Reunion,"Drama, Romance",2019,,"Afroz Khan, Sonali Jain, Khalid Sayed",Kesava Geeta Kumar,10.0,2019-01-01,0.0379
666593,Can You Imagine,Horror,2020,,"Raj Dangal, Mithi Nath",Subrata Das,0.0,2020-07-25,0.0379
408522,Autohead,"Crime, Drama",2016,found footage,"Deepak Sampat, Rohit Mittal, Ronjini Chakroborty",Rohit Mittal,5.6,2016-10-27,0.0379
743338,Howdy Modi ( Reimagined ),,,,Narendra Modi,,0.0,,0.0377
1236415,Mangta Jogi,Drama,,,"Farrukh Jaffar, Manohar Pandey, Mukesh Choudhry",Sudhir Singh,0.0,,0.0368
1036906,Kadaknath,,2022,,,V S Shivan,0.0,2022-04-08,0.0368
847263,Phir Milenge Chalte Chalte,Romance,2021,,"Dibanisha Banerjee, Sai Godbole",Vikhyat Srivastava,0.0,2021-07-01,0.0368
847150,The Last Nightmare,,2020,,"Jyoti Ghosh, Suman Khosh, Tushar Kanti",,0.0,2020-11-18,0.0368
819787,Kiklee,Drama,1960,,,,0.0,1960-01-01,0.0368
788751,When Four Friends Meet,,2000,,,Rahul Roy,0.0,2000-03-02,0.0368
1318925,Naad,,2012,,,Tathagata Singha,0.0,2012-07-12,0.0363
1201341,Oruvan,"Crime, Thriller, Drama",,,"Maqbool Salmaan, Anand V",Naufir N,0.0,,0.0363
576916,Saare Jahaan Se Achcha,"History, Drama",,,,Mahesh Mathai,0.0,,0.0363
569671,Uljhan,,2001,,,,8.0,2001-05-04,0.0363
1489401,Munkeeman,,,,John Abraham,Abhishek Sharma,0.0,,0.0362
1472264,We Are Alive,"Documentary, Music",,"queer, punk, band, trans","Shehzor, Nishant, Sahithya",Sarthak Jaiswal,0.0,,0.0362
1463719,Stunt King,,1944,,John Cawas,Keshav Talpade,0.0,1944-01-01,0.0362
1452421,Reshma Ka Badla,,,,"Sapna Sappu, Vinod Tripathi, Poonam Das Gupta",,0.0,,0.0362
1452366,Needle,Documentary,2009,,,Sai Paranjape,0.0,2009-01-01,0.0362
1450639,Karamati Paudha,"Comedy, Fantasy, Drama",2025,,"Divyam Kumar, Aryaman Kumar, Devangana Gautam",Tariq Mohammad,0.0,2025-01-29,0.0362
1448006,Box of chocolates,Comedy,2023,,Jaspreet Singh,,7.0,2023-03-15,0.0362
1446999,Ladies Toilet,Drama,2025,,"Pranav Grover, Dolly Singh, Maanya Sharma",Dolly Singh,0.0,2025-03-08,0.0362
1418425,Landscapes of Longing,,2023,,"Anoushka Mirchandani, Pappu Mirchandani",Alisha Tejpal,0.0,2023-10-25,0.0362
1409297,Menthol,,2016,,"Tarun Chauhan, Naresh Kumar, Deepak Sharma",Umar Raza Khan,0.0,2016-07-28,0.0362
1406317,Khatre Main Hai,Documentary,,,,Monal Agrawal,0.0,,0.0362
1400609,Baramasi - Daughters of the Immortal Tree,Drama,2023,,"Rachel Sanchita Gupta, Amreen Shaikh",Abhinav Dubey,0.0,2023-05-16,0.0362
1326171,Heroine,Drama,,,"Sadhana L, Meghana Reddy",Aman Saji Dominic,0.0,,0.0362
1285815,Shri Ramayan Katha,,,,Anjali Arora,,0.0,,0.0362
1253070,Gin Ke Dus,Thriller,2024,,"Sanjana Deshmukh, Kailash Pal, Anika Arya",Sareesh Sudhakaran,10.0,2024-03-15,0.0362
1200178,Descendants of the Dark,"Crime, Mystery, Thriller",2023,,"Ritesh Grover, Radhika Reddy, Eshwarya Grover",Ritesh Grover,0.0,2023-10-27,0.0362
1181291,Love in Ukraine,"Romance, Action, Thriller",2022,"mafia, romantic entrapment, ukraine","Vipin Kaushik, Lizabeta Fainman, Irma Balan",Nitin Kumar Gupta,0.0,2022-05-27,0.0362
1124565,Ye Lo Bayaan Humare,,,,,Uma Chakravarty,0.0,,0.0362
1082334,India’s 1st Best Trans Model Agency,Documentary,2024,,,Ila Mehrotra Jenkins,0.0,2024-11-13,0.0362
1036233,Curtains,,2012,,Nakshatra Bagwe,Nakshatra Bagwe,0.0,2012-11-12,0.0362
1001827,Metamorphosis,Drama,,,"Rakesh Shrivastav, Raghav Diwan",Shubham Dubey,5.0,,0.0362
1000512,Asidh,,2021,,,Puneet Pawar,0.0,2021-09-03,0.0362
898461,Mind Mera Mind,"Drama, Comedy",2021,,,Harsh Agarwal,0.0,2021-06-06,0.0362
893014,Trimming the Fat,,2021,,,Omkar Kulkarni,0.0,2021-11-10,0.0362
869272,#Cafe2022,Science Fiction,2021,,,Sudipto Roy,5.0,2021-08-28,0.0362
858660,Just Another Day,,2021,,"Anshulika Kapoor, Amit Aggarwal, Sumeet Borana",Prataya Saha,0.0,2021-08-06,0.0362
847349,Vaidya,,2021,,,Harsh Agarwal,0.0,2021-08-19,0.0362
758208,Article 21 A,"Drama, TV Movie",2020,,"Nirmal Soni, Noorul Hasan Noor, Yogendra Prajapati",Mahi Dubey,10.0,2020-01-31,0.0362
733253,Outcast,,2019,,,Anita Singh,0.0,2019-11-11,0.0362
666131,Durmargudu,"Action, Thriller",2019,,"Racha Ravi, Firdous Banu, Vijay Krishna",Suneeth Jampa,5.0,2019-07-05,0.0362
582021,Bheja Fry Collection,,,,,,5.5,,0.0362
520728,NOT DEAD,,2017,,Manu Sharma,Abhinav Reva Sharma,0.0,2017-01-12,0.0362
508047,And I Make Short Films,Documentary,1967,,,S. N. S. Sastry,6.0,1967-02-27,0.0362
430886,Horror Story of Bhapa,,,,,Paresh Mokashi,5.0,,0.0362
311477,Crazy Mohan's Marriage Made in Saloon,,,,,,0.0,,0.0362
307763,Haar Jeet,,1990,,,Avtar Bhogal,0.0,1990-01-01,0.0362
307536,Ek Raaz,,1963,,,Shakti Samanta,0.0,1963-01-01,0.0362
65232,In Search of Gandhi,Documentary,2007,,,Lalit Vachani,0.0,2007-10-11,0.0362
439341,The Karma Killings,"Thriller, Documentary, Crime, Mystery",2016,"investigation, murder, india, true crime, death",,Ram Devineni,6.7,2016-12-15,0.0361
1471833,Love Is Mute,"Animation, Comedy, Romance, Fantasy",2017,,,Ajinkya Tapkir,0.0,2017-01-31,0.0357
1431057,Naomika Saran Debut Film,"Romance, Comedy",,,"Naomika Saran, Agastya Nanda",Jagdeep Sidhu,0.0,,0.0357
1200265,Give Us This Day Our Daily Bread,Documentary,2012,,,Satchith Paulose,0.0,2012-08-26,0.0357
1190669,Land of My Dreams,Documentary,2023,,,Nausheen Khan,0.0,2023-10-05,0.0357
1154585,Jaan Lada Denge,,1990,,,,0.0,1990-01-05,0.0357
1039988,Sushila the Virtous,"Drama, Crime",1924,,P. K. Raja Sandow,Kanjibhai Rathod,0.0,1924-01-01,0.0357
840771,Animated Coins,Animation,1916,,,Dhundiraj Govind Phalke,0.0,1916-01-01,0.0357
629889,No More #MeToo,Drama,2018,,"Sandeep Jain, Sanjeev Poonam Mishra, Sejal Sharma",Ashish Lal,0.0,2018-09-09,0.0357
